+42.357806,-71.093241,0.065
+42.357783,-71.093243,0.065
+42.357783,-71.093244,0.065
+42.357625,-71.093413,0.065
+42.357625,-71.093414,0.065
+42.357393,-71.093475,0.28918
+42.357628,-71.093392,0.065
+42.357638,-71.093396,0.065
+42.357229,-71.093492,0.31118
+42.357072,-71.092725,0.31749
+42.358202,-71.093854,0.03
+42.358082,-71.093756,0.01
+42.358057,-71.093799,0.01
+42.357621,-71.093946,0.1
+42.358072,-71.093629,0.005
+42.358041,-71.093611,0.01
+42.357996,-71.093653,0.01
+42.358062,-71.093824,0.01
+42.358099,-71.093806,0.01
+42.358212,-71.093785,0.01
+42.358157,-71.093680,0.01
+42.357935,-71.093598,0.01
+42.357955,-71.093602,0.01
+42.357958,-71.093559,0.01
+42.357937,-71.093555,0.01
+42.357946,-71.093547,0.01
+42.357948,-71.093540,0.01
+42.357960,-71.093532,0.01
+42.357970,-71.093524,0.01
+42.357970,-71.093512,0.005
+42.357975,-71.093502,0.01
+42.357983,-71.093491,0.01
+42.357995,-71.093482,0.01
+42.358009,-71.093470,0.01
+42.358020,-71.093456,0.01
+42.358030,-71.093442,0.005
+42.358040,-71.093428,0.005
+42.358046,-71.093413,0.005
+42.358053,-71.093399,0.005
+42.358061,-71.093385,0.005
+42.358069,-71.093373,0.005
+42.358078,-71.093360,0.005
+42.358089,-71.093348,0.005
+42.358097,-71.093334,0.005
+42.358099,-71.093318,0.005
+42.358102,-71.093301,0.005
+42.358108,-71.093285,0.005
+42.358113,-71.093269,0.005
+42.358113,-71.093269,0.005
+42.358051,-71.093568,0.36497
+42.357973,-71.093890,0.36499
+42.358439,-71.093011,0.03
+42.358438,-71.093070,0.03
+42.358465,-71.093099,0.01
+42.358486,-71.093129,0.01
+42.358507,-71.093142,0.005
+42.358529,-71.093155,0.005
+42.358544,-71.093162,0.005
+42.358555,-71.093172,0.005
+42.358565,-71.093190,0.005
+42.358573,-71.093203,0.005
+42.358583,-71.093210,0.005
+42.358588,-71.093217,0.005
+42.358598,-71.093216,0.005
+42.358608,-71.093213,0.005
+42.358618,-71.093214,0.005
+42.358629,-71.093213,0.005
+42.358640,-71.093213,0.005
+42.358652,-71.093215,0.005
+42.358663,-71.093221,0.005
+42.358674,-71.093228,0.005
+42.358683,-71.093235,0.005
+42.358696,-71.093244,0.005
+42.358705,-71.093249,0.005
+42.358718,-71.093250,0.005
+42.358727,-71.093254,0.005
+42.358739,-71.093257,0.005
+42.358748,-71.093263,0.005
+42.358756,-71.093272,0.005
+42.358765,-71.093282,0.005
+42.358774,-71.093291,0.005
+42.358786,-71.093300,0.005
+42.358798,-71.093308,0.005
+42.358812,-71.093316,0.005
+42.358825,-71.093325,0.005
+42.358834,-71.093335,0.005
+42.358849,-71.093362,0.005
+42.358863,-71.093384,0.005
+42.358878,-71.093398,0.005
+42.358896,-71.093406,0.005
+42.358913,-71.093412,0.005
+42.358927,-71.093421,0.005
+42.358942,-71.093428,0.005
+42.358955,-71.093435,0.005
+42.358969,-71.093440,0.005
+42.358981,-71.093449,0.005
+42.358993,-71.093453,0.005
+42.359006,-71.093459,0.005
+42.359019,-71.093463,0.005
+42.359033,-71.093461,0.005
+42.359033,-71.093461,0.005
+42.359033,-71.093461,0.005
+42.359033,-71.093461,0.005
+42.359058,-71.093461,0.005
+42.359069,-71.093479,0.005
+42.359077,-71.093493,0.005
+42.359100,-71.093526,0.005
+42.359117,-71.093544,0.005
+42.359134,-71.093559,0.005
+42.359151,-71.093575,0.005
+42.359165,-71.093589,0.005
+42.359179,-71.093600,0.005
+42.359190,-71.093606,0.005
+42.359203,-71.093614,0.005
+42.359216,-71.093621,0.005
+42.359229,-71.093629,0.005
+42.359244,-71.093638,0.005
+42.359258,-71.093645,0.005
+42.359271,-71.093652,0.005
+42.359282,-71.093659,0.005
+42.359293,-71.093667,0.005
+42.359306,-71.093676,0.005
+42.359319,-71.093686,0.005
+42.359329,-71.093696,0.005
+42.359348,-71.093713,0.005
+42.359363,-71.093728,0.005
+42.359377,-71.093741,0.005
+42.359387,-71.093752,0.005
+42.359387,-71.093752,0.005
+42.357171,-71.097999,1.414
+42.356988,-71.098337,1.414
+42.360817,-71.090904,0.065
+42.360788,-71.091029,0.065
+42.360623,-71.091067,0.065
+42.360545,-71.090988,0.03
+42.360556,-71.090975,0.01
+42.360552,-71.090942,0.03
+42.360535,-71.090936,0.03
+42.360559,-71.090938,0.03
+42.360573,-71.090934,0.03
+42.360570,-71.090932,0.2
+42.360546,-71.090839,0.03
+42.360604,-71.090813,0.03
+42.360601,-71.090781,0.03
+42.360619,-71.090871,0.1
+42.360587,-71.090880,0.1
+42.360668,-71.090923,0.03
+42.360655,-71.090919,0.01
+42.360657,-71.090947,0.05
+42.360615,-71.090906,0.05
+42.360650,-71.090917,0.05
+42.360642,-71.090902,0.05
+42.360654,-71.090853,0.05
+42.360676,-71.090862,0.05
+42.360677,-71.090861,0.05
+42.360666,-71.090887,0.05
+42.360656,-71.090882,0.05
+42.360674,-71.090893,0.05
+42.360653,-71.090910,0.05
+42.360626,-71.090900,0.05
+42.360643,-71.090913,0.1
+42.360632,-71.090946,0.03

