+42.357970,-71.093248,0.05
+42.357798,-71.093237,0.065
+42.357632,-71.093295,0.2
+42.357542,-71.093335,0.05
+42.357519,-71.093352,0.1
+42.357486,-71.093325,0.05
+42.357469,-71.093302,0.1
+42.357470,-71.093300,0.05
+42.357490,-71.093311,0.03
+42.357498,-71.093325,0.03
+42.357502,-71.093342,0.03
+42.357512,-71.093368,0.03
+42.357573,-71.093404,0.065
+42.357680,-71.093770,0.03
+42.357751,-71.093763,0.01
+42.357800,-71.093772,0.01
+42.357859,-71.093768,0.01
+42.357959,-71.093731,0.01
+42.358039,-71.093638,0.01
+42.358101,-71.093567,0.01
+42.358147,-71.093508,0.01
+42.358174,-71.093441,0.01
+42.358155,-71.093362,0.01
+42.358138,-71.093289,0.005
+42.358126,-71.093208,0.005
+42.358117,-71.093148,0.005
+42.358135,-71.093089,0.005
+42.358155,-71.093018,0.005
+42.358168,-71.092953,0.005
+42.358195,-71.092954,0.005
+42.358224,-71.092977,0.005
+42.358246,-71.093010,0.005
+42.358278,-71.093030,0.005
+42.358312,-71.093049,0.005
+42.358355,-71.093071,0.005
+42.358399,-71.093102,0.005
+42.358443,-71.093117,0.005
+42.358490,-71.093139,0.005
+42.358532,-71.093164,0.005
+42.358568,-71.093179,0.005
+42.358592,-71.093189,0.005
+42.358620,-71.093199,0.005
+42.358632,-71.093244,0.005
+42.358665,-71.093261,0.005
+42.358718,-71.093275,0.005
+42.358782,-71.093311,0.005
+42.358837,-71.093352,0.005
+42.358891,-71.093383,0.005
+42.358938,-71.093424,0.005
+42.358973,-71.093478,0.005
+42.358991,-71.093535,0.005
+42.359006,-71.093566,0.005
+42.359007,-71.093604,0.005
+42.359015,-71.093643,0.005
+42.359035,-71.093670,0.005
+42.359070,-71.093702,0.005
+42.359095,-71.093741,0.005
+42.359097,-71.093794,0.005
+42.359078,-71.093846,0.005
+42.359053,-71.093911,0.005
+42.359036,-71.093976,0.005
+42.359044,-71.094044,0.005
+42.359048,-71.094104,0.01
+42.359033,-71.094171,0.005
+42.359017,-71.094233,0.01
+42.358992,-71.094314,0.005
+42.358950,-71.094366,0.01
+42.358907,-71.094383,0.01
+42.358888,-71.094338,0.01
+42.358874,-71.094317,0.01
+42.358861,-71.094324,0.01
+42.358837,-71.094320,0.01
+42.358809,-71.094305,0.01
+42.358831,-71.094290,0.01
+42.358966,-71.094230,0.065
+42.358954,-71.094246,0.065
+42.358839,-71.094339,0.065
+42.359182,-71.094769,0.01
+42.359258,-71.094811,0.01
+42.359308,-71.094785,0.01
+42.359357,-71.094755,0.005
+42.359403,-71.094715,0.005
+42.359440,-71.094673,0.005
+42.359472,-71.094616,0.005
+42.359492,-71.094546,0.005
+42.359524,-71.094494,0.005
+42.359566,-71.094507,0.005
+42.359597,-71.094541,0.005
+42.359628,-71.094554,0.005
+42.359643,-71.094570,0.005
+42.359660,-71.094593,0.005
+42.359683,-71.094616,0.005
+42.359716,-71.094645,0.005
+42.359752,-71.094663,0.005
+42.359786,-71.094677,0.005
+42.359815,-71.094693,0.005
+42.359829,-71.094658,0.005
+42.359855,-71.094635,0.005
+42.359892,-71.094657,0.005
+42.359924,-71.094692,0.005
+42.359956,-71.094734,0.005
+42.359988,-71.094777,0.005
+42.360016,-71.094823,0.005
+42.360043,-71.094872,0.005
+42.360051,-71.094926,0.005
+42.360068,-71.094973,0.005
+42.360098,-71.095023,0.005
+42.360133,-71.095064,0.005
+42.360163,-71.095104,0.005
+42.360180,-71.095157,0.01
+42.360207,-71.095206,0.01
+42.360222,-71.095249,0.01
+42.360218,-71.095292,0.005
+42.360212,-71.095328,0.01
+42.360207,-71.095370,0.01
+42.360255,-71.095415,0.005
+42.360307,-71.095461,0.005
+42.360351,-71.095508,0.005
+42.360384,-71.095552,0.005
+42.360412,-71.095600,0.005
+42.360438,-71.095644,0.005
+42.360470,-71.095686,0.005
+42.360503,-71.095732,0.005
+42.360542,-71.095784,0.005
+42.360581,-71.095837,0.005
+42.360616,-71.095881,0.005
+42.360649,-71.095915,0.005
+42.360671,-71.095952,0.005
+42.360687,-71.095992,0.005
+42.360706,-71.096033,0.005
+42.360728,-71.096076,0.005
+42.360757,-71.096125,0.005
+42.360780,-71.096173,0.005
+42.360788,-71.096228,0.005
+42.360804,-71.096261,0.005
+42.360841,-71.096288,0.005
+42.360883,-71.096312,0.01
+42.360929,-71.096342,0.005
+42.360976,-71.096384,0.005
+42.361011,-71.096432,0.01
+42.361029,-71.096484,0.01
+42.361068,-71.096531,0.01
+42.361116,-71.096565,0.01
+42.361135,-71.096604,0.01
+42.361147,-71.096644,0.005
+42.361156,-71.096682,0.005
+42.361161,-71.096723,0.005
+42.361171,-71.096768,0.005
+42.361182,-71.096813,0.005
+42.361186,-71.096853,0.005
+42.361205,-71.096890,0.005
+42.361227,-71.096926,0.005
+42.361251,-71.096966,0.005
+42.361281,-71.097005,0.005
+42.361302,-71.097052,0.01
+42.361329,-71.097095,0.005
+42.361362,-71.097132,0.005
+42.361397,-71.097175,0.005
+42.361416,-71.097216,0.01
+42.361445,-71.097259,0.005
+42.361466,-71.097303,0.005
+42.361485,-71.097349,0.005
+42.361532,-71.097386,0.005
+42.361571,-71.097432,0.005
+42.361611,-71.097479,0.005
+42.361643,-71.097528,0.005
+42.361681,-71.097563,0.005
