+42.361600,-71.097652,0.005
+42.361580,-71.097633,0.005
+42.361543,-71.097616,0.005
+42.361512,-71.097580,0.005
+42.361495,-71.097529,0.005
+42.361472,-71.097475,0.005
+42.361448,-71.097426,0.005
+42.361419,-71.097383,0.005
+42.361388,-71.097347,0.005
+42.361354,-71.097315,0.005
+42.361326,-71.097271,0.005
+42.361294,-71.097235,0.005
+42.361266,-71.097194,0.005
+42.361234,-71.097122,0.005
+42.361196,-71.097080,0.005
+42.361157,-71.097056,0.005
+42.361124,-71.097026,0.005
+42.361093,-71.096981,0.005
+42.361068,-71.096933,0.005
+42.361043,-71.096895,0.005
+42.361017,-71.096866,0.005
+42.360992,-71.096830,0.005
+42.360969,-71.096775,0.005
+42.360955,-71.096712,0.005
+42.360932,-71.096667,0.005
+42.360910,-71.096603,0.005
+42.360884,-71.096532,0.005
+42.360856,-71.096463,0.005
+42.360826,-71.096415,0.005
+42.360797,-71.096365,0.005
+42.360772,-71.096298,0.005
+42.360751,-71.096202,0.005
+42.360722,-71.096130,0.005
+42.360698,-71.096076,0.005
+42.360676,-71.096028,0.005
+42.360654,-71.095990,0.005
+42.360640,-71.095949,0.005
+42.360629,-71.095901,0.005
+42.360604,-71.095862,0.01
+42.360577,-71.095822,0.005
+42.360540,-71.095769,0.005
+42.360498,-71.095710,0.005
+42.360466,-71.095654,0.005
+42.360430,-71.095600,0.005
+42.360395,-71.095547,0.01
+42.360362,-71.095505,0.01
+42.360333,-71.095466,0.01
+42.360307,-71.095426,0.01
+42.360329,-71.095374,0.01
+42.360328,-71.095317,0.01
+42.360297,-71.095261,0.01
+42.360252,-71.095212,0.01
+42.360201,-71.095169,0.01
+42.360159,-71.095110,0.005
+42.360112,-71.095059,0.005
+42.360068,-71.094984,0.005
+42.360025,-71.094920,0.005
+42.359991,-71.094863,0.005
+42.359965,-71.094826,0.01
+42.359938,-71.094789,0.005
+42.359900,-71.094758,0.005
+42.359860,-71.094729,0.005
+42.359820,-71.094703,0.01
+42.359774,-71.094702,0.01
+42.359733,-71.094694,0.005
+42.359695,-71.094658,0.005
+42.359659,-71.094606,0.005
+42.359625,-71.094559,0.005
+42.359603,-71.094514,0.005
+42.359575,-71.094483,0.005
+42.359543,-71.094484,0.005
+42.359513,-71.094485,0.005
+42.359476,-71.094468,0.005
+42.359428,-71.094447,0.005
+42.359382,-71.094425,0.005
+42.359347,-71.094448,0.005
+42.359327,-71.094499,0.005
+42.359287,-71.094552,0.005
+42.359263,-71.094610,0.005
+42.359255,-71.094669,0.005
+42.359251,-71.094724,0.005
+42.359272,-71.094746,0.005
+42.359275,-71.094771,0.005
+42.359266,-71.094806,0.005
+42.359246,-71.094862,0.005
+42.359251,-71.094908,0.005
+42.359271,-71.094956,0.01
+42.359291,-71.095026,0.01
+42.359293,-71.095084,0.065
+42.359273,-71.095119,0.09035
+42.359249,-71.095155,0.09767
+42.358748,-71.094361,0.03
+42.358776,-71.094355,0.01
+42.358824,-71.094345,0.005
+42.358856,-71.094312,0.005
+42.358884,-71.094250,0.005
+42.358893,-71.094193,0.005
+42.358890,-71.094136,0.005
+42.358894,-71.094085,0.005
+42.358910,-71.094035,0.005
+42.358943,-71.093981,0.005
+42.358970,-71.093935,0.005
+42.358993,-71.093888,0.005
+42.359003,-71.093836,0.005
+42.359027,-71.093801,0.005
+42.359045,-71.093750,0.005
+42.359041,-71.093691,0.005
+42.359038,-71.093651,0.005
+42.359037,-71.093627,0.005
+42.359049,-71.093646,0.01
+42.359058,-71.093658,0.005
+42.359062,-71.093675,0.005
+42.359055,-71.093684,0.005
+42.359026,-71.093665,0.005
+42.359005,-71.093650,0.005
+42.358980,-71.093644,0.005
+42.358974,-71.093631,0.005
+42.358970,-71.093610,0.005
+42.358975,-71.093585,0.005
+42.359001,-71.093557,0.005
+42.359029,-71.093517,0.005
+42.359041,-71.093475,0.005
+42.359024,-71.093457,0.005
+42.358984,-71.093444,0.005
+42.358941,-71.093409,0.005
+42.358887,-71.093398,0.005
+42.358831,-71.093384,0.005
+42.358775,-71.093380,0.005
+42.358730,-71.093350,0.005
+42.358684,-71.093310,0.005
+42.358643,-71.093287,0.005
+42.358599,-71.093263,0.005
+42.358556,-71.093229,0.005
+42.358515,-71.093193,0.01
+42.358464,-71.093167,0.01
+42.358413,-71.093146,0.01
+42.358362,-71.093137,0.01
+42.358314,-71.093125,0.01
+42.358266,-71.093091,0.01
+42.358227,-71.093055,0.01
+42.358197,-71.093031,0.01
+42.358173,-71.093016,0.005
+42.358149,-71.092995,0.005
+42.358132,-71.092987,0.005
+42.358122,-71.092978,0.005
+42.358103,-71.092985,0.005
+42.358083,-71.093018,0.01
+42.358059,-71.093079,0.005
+42.358047,-71.093128,0.005
+42.358056,-71.093172,0.005
+42.358065,-71.093216,0.005
+42.358068,-71.093272,0.005
+42.358062,-71.093334,0.01
+42.358036,-71.093396,0.005
+42.358005,-71.093452,0.005
+42.357955,-71.093484,0.005
+42.357926,-71.093506,0.005
+42.357919,-71.093519,0.005
+42.357920,-71.093529,0.005
+42.357915,-71.093532,0.005
+42.357910,-71.093533,0.005
+42.357921,-71.093541,0.005
+42.357927,-71.093540,0.005
+42.357943,-71.093550,0.005
+42.357980,-71.093568,0.005
+42.357989,-71.093567,0.005
+42.357996,-71.093560,0.005
+42.357993,-71.093547,0.01
+42.357968,-71.093527,0.01
+42.357948,-71.093509,0.03
+42.357935,-71.093496,0.05
+42.357904,-71.093474,0.1
+42.357856,-71.093292,0.065
+42.357856,-71.093292,0.065
+42.357856,-71.093292,0.065
+42.357856,-71.093292,0.065
+42.357856,-71.093292,0.065
+42.357856,-71.093292,0.065
